slug,playlist,artist,title,level
2020s,Années 2020,GloRilla,Tomorrow 2,MEDIUM
2020s,Années 2020,Coi Leray,Players,MEDIUM
2020s,Années 2020,Latto,Seven (with Jung Kook),MEDIUM
2020s,Années 2020,Jung Kook,Seven,MEDIUM
2020s,Années 2020,Jung Kook,Standing Next to You,MEDIUM
2020s,Années 2020,Jimin,Like Crazy,MEDIUM
2020s,Années 2020,Stray Kids,S-Class,MEDIUM
2020s,Années 2020,aespa,Spicy,MEDIUM
2020s,Années 2020,LE SSERAFIM,Perfect Night,MEDIUM
2020s,Années 2020,IVE,I AM,MEDIUM
2020s,Années 2020,(G)I-DLE,Queencard,MEDIUM
2020s,Années 2020,Rosalía,Despechá,MEDIUM
2020s,Années 2020,Rosalía & Rauw Alejandro,Beso,MEDIUM
2020s,Années 2020,Rauw Alejandro,Todo de Ti,MEDIUM
2020s,Années 2020,Quevedo,Quédate,MEDIUM
2020s,Années 2020,Feid,Classy 101,MEDIUM
2020s,Années 2020,Myke Towers,LALA,MEDIUM
2020s,Années 2020,Anitta,Envolver,MEDIUM
2020s,Années 2020,Bad Bunny,Yonaguni,MEDIUM
2020s,Années 2020,Bad Bunny,Where She Goes,MEDIUM
2020s,Années 2020,Bad Bunny,Monaco,MEDIUM
2020s,Années 2020,Rema,Calm Down,MEDIUM
2020s,Années 2020,Asake,Lonely at the Top,MEDIUM
2020s,Années 2020,Rema,Holiday,MEDIUM
2020s,Années 2020,Libianca,People,MEDIUM
2020s,Années 2020,Tems,Free Mind,MEDIUM
2020s,Années 2020,Wizkid,Essence,MEDIUM
2020s,Années 2020,Davido,Unavailable,MEDIUM
2020s,Années 2020,Ayra Starr,Rush,MEDIUM
2020s,Années 2020,Fireboy DML & Ed Sheeran,Peru,MEDIUM
2020s,Années 2020,Oxlade,KU LO SA,MEDIUM
2020s,Années 2020,Tyla,Truth or Dare,MEDIUM
2020s,Années 2020,Fred again..,Delilah (pull me out of this),MEDIUM
2020s,Années 2020,Eliza Rose,B.O.T.A. (Baddest of Them All),MEDIUM
2020s,Années 2020,Becky Hill & David Guetta,Remember,MEDIUM
2020s,Années 2020,Tiësto,The Business,MEDIUM
2020s,Années 2020,Purple Disco Machine,Hypnotized,MEDIUM
2020s,Années 2020,Sam Smith & Kim Petras,Unholy,MEDIUM
2020s,Années 2020,Elley Duhé,MIDDLE OF THE NIGHT,MEDIUM
2020s,Années 2020,d4vd,Romantic Homicide,MEDIUM
2020s,Années 2020,Steve Lacy,Bad Habit,MEDIUM
2020s,Années 2020,Phoebe Bridgers,Kyoto,EXPERT
2020s,Années 2020,boygenius,Not Strong Enough,EXPERT
2020s,Années 2020,Big Thief,Change,EXPERT
2020s,Années 2020,Mitski,Working for the Knife,EXPERT
2020s,Années 2020,Weyes Blood,Andromeda,EXPERT
2020s,Années 2020,Angel Olsen,Big Time,EXPERT
2020s,Années 2020,Japanese Breakfast,Be Sweet,EXPERT
2020s,Années 2020,Snail Mail,Valentine,EXPERT
2020s,Années 2020,Soccer Mommy,circle the drain,EXPERT
2020s,Années 2020,Faye Webster,Kingston,EXPERT
2020s,Années 2020,Alvvays,Belinda Says,EXPERT
2020s,Années 2020,Wet Leg,Chaise Longue,EXPERT
2020s,Années 2020,Fontaines D.C.,Starburster,EXPERT
2020s,Années 2020,IDLES,Crawl!,EXPERT
2020s,Années 2020,"Black Country, New Road",Chaos Space Marine,EXPERT
2020s,Années 2020,Squid,Narrator,EXPERT
2020s,Années 2020,Black Midi,Welcome to Hell,EXPERT
2020s,Années 2020,Geese,Cowboy Nudes,EXPERT
2020s,Années 2020,King Gizzard & the Lizard Wizard,Rattlesnake,EXPERT
2020s,Années 2020,Khruangbin,Time (You and I),EXPERT
2020s,Années 2020,Parcels,Tieduprightnow,EXPERT
2020s,Années 2020,Jungle,Keep Moving,EXPERT
2020s,Années 2020,Sault,Wildfires,EXPERT
2020s,Années 2020,Little Simz,Introvert,EXPERT
2020s,Années 2020,Little Simz,Gorilla,EXPERT
2020s,Années 2020,slowthai,feel away,EXPERT
2020s,Années 2020,Jpegmafia & Danny Brown,Lean Beef Patty,EXPERT
2020s,Années 2020,Denzel Curry,Walkin,EXPERT
2020s,Années 2020,JID,Surround Sound,EXPERT
2020s,Années 2020,Earl Sweatshirt,2010,EXPERT
2020s,Années 2020,Mac Miller,Good News,EXPERT
2020s,Années 2020,"Tyler, the Creator",WUSYANAME,EXPERT
2020s,Années 2020,"Tyler, the Creator",SORRY NOT SORRY,EXPERT
2020s,Années 2020,Brent Faiyaz,Wasting Time,EXPERT
2020s,Années 2020,Steve Lacy,Static,EXPERT
2020s,Années 2020,Kali Uchis,telepatía,EXPERT
2020s,Années 2020,Omar Apollo,Evergreen (You Didn't Deserve Me at All),EXPERT
2020s,Années 2020,Dijon,Many Times,EXPERT
2020s,Années 2020,Cleo Sol,Why Don't You,EXPERT
2020s,Années 2020,Arlo Parks,Eugene,EXPERT
2020s,Années 2020,Pinkpantheress,Pain,EXPERT
2020s,Années 2020,FKA twigs,caprisongs (tears in the club),EXPERT
2020s,Années 2020,Yves Tumor,Gospel for a New Century,EXPERT
2020s,Années 2020,Caroline Polachek,Welcome to My Island,EXPERT
2020s,Années 2020,Caroline Polachek,Bunny Is a Rider,EXPERT
2020s,Années 2020,Magdalena Bay,You Lose!,EXPERT
2020s,Années 2020,Jessie Ware,Free Yourself,EXPERT
2020s,Années 2020,Romy,Loveher,EXPERT
2020s,Années 2020,Overmono,So U Kno,EXPERT
2020s,Années 2020,Fred again..,Marea (We've Lost Dancing),EXPERT
2020s,Années 2020,Bicep,Apricots,EXPERT
2020s,Années 2020,Floating Points,Birth4000,EXPERT
2020s,Années 2020,Four Tet,Looking at Your Pager,EXPERT
2020s,Années 2020,Skee Mask,Resort,EXPERT
2020s,Années 2020,Jamie xx,Let's Do It Again,EXPERT
2020s,Années 2020,Aphex Twin,Blackbox Life Recorder 21f,EXPERT
2020s,Années 2020,Burial,Antidawn,EXPERT
2020s,Années 2020,Sega Bodega,Angel On My Shoulder,EXPERT
2020s,Années 2020,Arca,Time,EXPERT
2020s,Années 2020,Oklou,Galore,EXPERT
2020s,Années 2020,Vegyn,Halo Flip,EXPERT
2020s,Années 2020,Yves Tumor,Jackie,EXPERT
2020s,Années 2020,070 Shake,Skin and Bones,EXPERT
2020s,Années 2020,redveil,weight,EXPERT
2020s,Années 2020,billy woods & Kenny Segal,Soft Landing,EXPERT
2020s,Années 2020,Quadeca,sorry4dying,EXPERT
2020s,Années 2020,Alfa Mist,Run Outs,EXPERT
2020s,Années 2020,Yussef Dayes,Black Classical Music,EXPERT
2020s,Années 2020,Nala Sinephro,Space 1.8,EXPERT
2020s,Années 2020,Kokoroko,Carry Me Home,EXPERT
2020s,Années 2020,Ezra Collective,Victory Dance,EXPERT
2020s,Années 2020,Sault,Free,EXPERT
2020s,Années 2020,Jockstrap,Greatest Hits,EXPERT
2020s,Années 2020,Yard Act,100% Endurance,EXPERT
