slug,playlist,artist,title,level
musicals-us,Comédies musicales US,Grease,Summer Nights,EASY
musicals-us,Comédies musicales US,Grease,You're the One That I Want,EASY
musicals-us,Comédies musicales US,The Lion King,Circle of Life,EASY
musicals-us,Comédies musicales US,Mamma Mia,Dancing Queen,EASY
musicals-us,Comédies musicales US,Hamilton,My Shot,EASY
musicals-us,Comédies musicales US,Dirty Dancing,(I've Had) The Time of My Life,EASY
musicals-us,Comédies musicales US,The Greatest Showman,This Is Me,EASY
musicals-us,Comédies musicales US,La La Land,City of Stars,EASY
musicals-us,Comédies musicales US,Cabaret,Money,EXPERT
musicals-us,Comédies musicales US,Chicago,All That Jazz,EXPERT
musicals-us,Comédies musicales US,West Side Story,America,EXPERT
musicals-us,Comédies musicales US,Sweeney Todd,Not While I'm Around,EXPERT
musicals-us,Comédies musicales US,Rent,Seasons of Love,EXPERT
musicals-us,Comédies musicales US,Les Misérables,I Dreamed a Dream,EXPERT
musicals-us,Comédies musicales US,Wicked,Defying Gravity,EXPERT
musicals-us,Comédies musicales US,Dear Evan Hansen,Waving Through a Window,EXPERT
musicals-us,Comédies musicales US,Hadestown,Way Down Hadestown,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Green Day,American Idiot,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,Green Day,Basket Case,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,blink-182,All the Small Things,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,The Offspring,Self Esteem,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,Sum 41,In Too Deep,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,Good Charlotte,Lifestyles of the Rich & Famous,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,Simple Plan,I'm Just a Kid,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,My Chemical Romance,Welcome to the Black Parade,EASY
punk-rock-90s-2000s,Punk Rock 90s-2000s,NOFX,Linoleum,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Bad Religion,American Jesus,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Pennywise,Bro Hymn,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Lagwagon,May 16,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Descendents,Everything Sucks,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Rancid,Time Bomb,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Millencolin,No Cigar,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Strung Out,Matchbook,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Anti-Flag,Die for the Government,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Alkaline Trio,Time to Waste,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Jawbreaker,Boxcar,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,AFI,Miseria Cantare,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Thrice,The Artist in the Ambulance,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Thursday,Understanding in a Car Crash,EXPERT
punk-rock-90s-2000s,Punk Rock 90s-2000s,Saves the Day,At Your Funeral,EXPERT
pop-divas,Pop Divas,Whitney Houston,I Wanna Dance with Somebody,MEDIUM
pop-divas,Pop Divas,Mariah Carey,Fantasy,MEDIUM
pop-divas,Pop Divas,Celine Dion,My Heart Will Go On,MEDIUM
pop-divas,Pop Divas,Toni Braxton,Un-Break My Heart,EXPERT
pop-divas,Pop Divas,Anita Baker,Sweet Love,EXPERT
pop-divas,Pop Divas,Chaka Khan,Ain't Nobody,EXPERT
pop-divas,Pop Divas,Patti LaBelle,Lady Marmalade,EXPERT
pop-divas,Pop Divas,Gladys Knight,Midnight Train to Georgia,EXPERT
pop-divas,Pop Divas,Diana Ross,I'm Coming Out,EXPERT
pop-divas,Pop Divas,Donna Summer,Hot Stuff,EXPERT
pop-divas,Pop Divas,Tina Turner,Proud Mary,EXPERT
pop-divas,Pop Divas,Cher,Believe,EXPERT
pop-divas,Pop Divas,Kate Bush,Running Up That Hill,EXPERT
pop-divas,Pop Divas,Annie Lennox,Why,EXPERT
pop-divas,Pop Divas,Sade,Smooth Operator,EXPERT
pop-divas,Pop Divas,Grace Jones,Pull Up to the Bumper,EXPERT
duos-cultes,Duos cultes,Sonny & Cher,I Got You Babe,EASY
duos-cultes,Duos cultes,Marvin Gaye & Tammi Terrell,Ain't No Mountain High Enough,EXPERT
duos-cultes,Duos cultes,Donna Summer & Barbra Streisand,No More Tears,EXPERT
duos-cultes,Duos cultes,Elton John & Kiki Dee,Don't Go Breaking My Heart,EXPERT
duos-cultes,Duos cultes,David Bowie & Queen,Under Pressure,EXPERT
duos-cultes,Duos cultes,George Michael & Aretha Franklin,I Knew You Were Waiting (For Me),EXPERT
duos-cultes,Duos cultes,Peabo Bryson & Regina Belle,A Whole New World,EXPERT
duos-cultes,Duos cultes,Kenny Rogers & Dolly Parton,Islands in the Stream,EXPERT
duos-cultes,Duos cultes,Nancy Sinatra & Lee Hazlewood,Some Velvet Morning,EXPERT
duos-cultes,Duos cultes,Serge Gainsbourg & Jane Birkin,Je t'aime... moi non plus,EXPERT
duos-cultes,Duos cultes,Stromae & Orelsan,La Pluie,EXPERT
duos-cultes,Duos cultes,Eminem & Rihanna,Love the Way You Lie,EXPERT
duos-cultes,Duos cultes,Jay-Z & Alicia Keys,Empire State of Mind,EXPERT
tubes-de-l-ete,Tubes de l'été,Luis Fonsi,Despacito,MEDIUM
tubes-de-l-ete,Tubes de l'été,Gipsy Kings,Bamboléo,MEDIUM
tubes-de-l-ete,Tubes de l'été,Las Ketchup,Aserejé,MEDIUM
tubes-de-l-ete,Tubes de l'été,Lou Bega,Mambo No. 5,MEDIUM
tubes-de-l-ete,Tubes de l'été,Shaggy,It Wasn't Me,MEDIUM
tubes-de-l-ete,Tubes de l'été,O-Zone,Dragostea Din Tei,EXPERT
tubes-de-l-ete,Tubes de l'été,Las Ketchup,The Ketchup Song,EXPERT
tubes-de-l-ete,Tubes de l'été,Chico & The Gypsies,Bamboléo,EXPERT
tubes-de-l-ete,Tubes de l'été,Kaoma,Lambada,EXPERT
tubes-de-l-ete,Tubes de l'été,Gala,Freed from Desire,EXPERT
tubes-de-l-ete,Tubes de l'été,Sash!,Encore une fois,EXPERT
tubes-de-l-ete,Tubes de l'été,Daddy Yankee,Gasolina,EXPERT
tubes-de-l-ete,Tubes de l'été,Manu Chao,Bongo Bong,EXPERT
tubes-de-l-ete,Tubes de l'été,Magic System,Premier Gaou,EXPERT
tubes-de-l-ete,Tubes de l'été,Collectif Métissé,Laisse-toi aller bébé,EXPERT
tubes-de-l-ete,Tubes de l'été,Mr. Vegas,Hot Wuk,EXPERT
