playlist,artist,title,level
Italie,Gianna Nannini,Bello e impossibile,MEDIUM
Italie,Gianna Nannini,Sei nell'anima,MEDIUM
Italie,Vasco Rossi,Albachiara,MEDIUM
Italie,Vasco Rossi,Vita spericolata,MEDIUM
Italie,Lucio Dalla,Caruso,MEDIUM
Italie,Lucio Dalla,Attenti al lupo,MEDIUM
Italie,Tiziano Ferro,Perdono,MEDIUM
Italie,Tiziano Ferro,Sere nere,MEDIUM
Italie,Jovanotti,L'ombelico del mondo,MEDIUM
Italie,Jovanotti,Bella,MEDIUM
Italie,Andrea Bocelli,Con te partirò,EASY
Italie,Andrea Bocelli,Vivo per lei,MEDIUM
Italie,Nek,Laura non c'è,MEDIUM
Italie,883,Hanno ucciso l'Uomo Ragno,MEDIUM
Italie,883,Come mai,MEDIUM
Italie,Pooh,Uomini soli,HARD
Italie,Albano & Romina,Ci sarà,MEDIUM
Italie,Mango,Oro,HARD
Italie,Patty Pravo,La bambola,MEDIUM
Italie,Raffaella Carrà,Tanti auguri,MEDIUM
Italie,Adriano Celentano,Susanna,HARD
Italie,Toto Cutugno,Solo noi,HARD
Italie,Måneskin,Coraline,HARD
Italie,Mahmood,Soldi,MEDIUM
Italie,Mahmood & Blanco,Brividi,MEDIUM
Italie,Marco Mengoni,Due vite,MEDIUM
Italie,Marco Mengoni,L'essenziale,MEDIUM
Italie,Elodie,Andromeda,HARD
Italie,Annalisa,Bellissima,MEDIUM
Italie,Pinguini Tattici Nucleari,Ringo Starr,HARD
Italie,Fedez & Mara Sattei,Mille,MEDIUM
Italie,Boomdabash,Karaoke,MEDIUM
Italie,Baby K,Roma-Bangkok,MEDIUM
Italie,Takagi & Ketra,La luna e la gatta,HARD
Italie,Salmo,90min,HARD
Italie,Sfera Ebbasta,Rockstar,HARD
Italie,Ghali,Cara Italia,HARD
Italie,Achille Lauro,Rolls Royce,MEDIUM
Italie,Blanco,Notti in bianco,HARD
Italie,Lazza,Cenere,MEDIUM
Italie,Geolier,"I p' me, tu p' te",HARD
Italie,Angelina Mango,La noia,MEDIUM
